51,186
22,139
119,119
81,129
251,134
316,128
177,312
99,285
150,66
74,257
78,192
77,77
209,247
52,122
33,306
275,7
46,319
12,61
263,61
263,262
180,61
85,43
87,272
321,84
321,234
321,243
321,74
321,322
321,128
321,249
321,257
321,323
321,144
321,271
321,238
144,321
257,321
58,148
257,116
78,13
316,323
45,279
30,27
30,29
150,212
148,58
164,28
82,160
213,212
127,82
127,229
127,127
127,212
127,50
251,42
32,178
127,49
230,230
51,260
51,324
51,75
10,63
316,257
323,321
250,313
250,289
66,146
66,150
222,96
162,123
325,326
175,214
139,128
311,49
21,273
289,250
289,313
188,180
15,5
80,216
181,328
70,212
251,251
209,23
121,179
126,256
94,94
266,48
271,321
179,121
52,33
29,27
29,30
52,207
214,175
11,148
106,112
121,329
212,70
73,199
263,263
212,82
212,160
263,22
202,268
199,73
122,52
122,24
160,212
160,82
220,160
84,322
160,159
160,220
202,330
2,33
180,62
180,188
180,142
180,187
313,202
249,321
23,52
298,20
298,206
313,250
263,264
80,81
331,331
139,107
48,103
82,67
121,150
67,82
247,177
3,4
230,70
332,154
121,58
15,278
3,241
266,243
266,76
10,333
11,256
334,268
147,128
147,81
154,335
56,266
154,336
337,203
337,71
337,5
337,334
337,338
337,268
33,339
178,229
278,15
267,289
229,178
212,31
334,337
266,56
262,139
262,107
212,229
322,84
268,63
163,85
268,202
32,32
32,229
198,340
341,334
204,51
204,260
204,134
204,52
204,122
204,23
159,272
29,33
148,342
129,81
288,56
79,343
116,257
210,5
31,212
52,247
56,76
38,130
121,32
121,26
107,345
56,288
76,56
130,40
130,125
40,170
40,189
19,19
143,139
49,121
5,337
135,292
135,257
135,268
271,271
283,332
142,139
62,139
226,208
141,154
141,347
19,297
255,254
255,139
26,148
212,159
212,150
290,298
124,123
160,222
124,15
150,121
48,48
95,95
151,151
2,91
202,313
348,348
283,154
205,205
298,298
150,199
94,4
2,349
2,241
2,60
2,149
266,321
345,139
345,107
93,350
104,278
243,321
186,134
121,31
46,17
29,2
188,61
46,59
188,139
108,272
338,337
199,150
243,76
31,121
143,351
43,300
133,106
74,148
17,46
48,97
48,98
48,73
48,102
48,47
59,46
21,139
263,139
285,84
264,139
21,21
148,26
40,87
56,128
56,285
173,176
0,175
32,104
108,48
42,247
278,88
285,56
84,285
116,272
188,72
70,214
70,211
70,232
220,220
247,42
120,120
246,184
82,179
11,49
11,215
11,224
11,311
11,32
11,44
11,26
11,229
11,111
11,171
11,14
11,79
11,238
11,285
273,141
69,80
48,108
138,138
84,33
88,278
205,258
81,194
81,105
81,65
81,199
249,266
351,139
187,12
187,139
61,139
258,290
175,0
180,139
194,74
179,82
81,147
257,98
257,331
257,271
257,34
25,352
10,71
78,113
80,212
202,63
59,206
203,104
59,306
107,139
141,22
63,202
52,186
216,80
209,24
93,4
70,69
32,121
99,103
1,1
113,113
306,59
306,17
306,33
306,30
242,242
43,248
212,179
179,212
47,47
272,126
74,194
72,188
248,43
0,64
74,311
215,179
134,312
134,204
134,51
134,260
134,177
134,259
134,23
134,24
134,75
134,186
311,74
3,29
179,215
64,0
64,64
43,278
81,128
56,271
60,29
56,353
79,105
99,58
99,14
136,10
65,237
43,88
186,51
354,337
244,355
19,291
19,290
337,354
122,134
58,99
244,356
324,75
82,155
197,237
5,71
150,146
290,19
178,199
104,124
104,291
104,358
104,123
94,91
199,178
264,107
139,139
150,148
52,24
71,5
173,116
64,25
280,279
39,170
139,61
139,264
5,210
273,61
85,278
63,313
290,202
151,29
29,94
27,28
361,361
59,30
94,29
142,180
192,66
285,285
207,52
207,68
121,208
258,210
207,132
268,334
194,81
236,362
107,262
225,11
56,348
104,313
25,64
208,208
89,300
29,4
105,79
225,160
225,230
225,159
208,25
364,364
264,61
264,262
264,263
264,255
144,303
71,10
56,340
270,236
34,129
56,243
10,301
243,56
181,19
268,19
82,32
82,178
149,29
149,33
155,82
268,267
33,29
33,149
11,225
158,102
22,33
33,365
236,270
33,27
52,4
52,2
52,3
52,59
52,22
52,147
229,82
92,2
91,242
54,13
148,148
50,212
179,208
74,74
131,235
210,210
247,324
247,75
32,228
230,225
230,159
256,290
45,45
337,19
27,33
367,85
261,134
72,187
79,120
61,254
252,252
178,368
55,55
50,208
80,55
80,80
144,243
144,257
285,99
31,67
31,160
32,179
289,63
289,275
289,290
242,164
32,83
236,252
290,289
334,19
10,341
242,91
205,5
5,205
211,49
150,120
84,205
84,15
369,175
197,81
214,231
289,289
164,242
275,358
255,21
26,232
232,26
83,32
199,190
329,121
202,250
202,289
202,104
139,12
199,105
275,138
135,135
220,159
2,92
93,92
4,94
65,192
224,224
298,63
122,122
370,370
371,371
372,372
372,373
374,374
43,85
4,52
4,43
14,113
9,9
49,346
223,72
49,160
24,52
139,142
139,141
139,143
139,72
192,65
126,258
192,81
311,238
20,256
194,190
44,116
81,153
81,362
81,190
81,66
81,193
81,90
81,80
70,70
256,20
258,135
8,317
135,258
20,298
78,212
104,83
15,258
228,81
228,13
22,62
9,239
178,104
62,72
214,224
72,62
72,72
126,43
263,62
263,255
56,126
75,247
37,131
51,127
63,290
52,183
178,214
37,36
84,86
81,133
81,192
81,69
81,196
81,197
81,55
15,84
58,34
49,200
49,159
37,43
212,78
56,191
56,336
56,57
84,20
271,353
331,257
232,211
375,375
149,4
229,368
62,255
220,215
220,222
241,3
214,214
164,164
376,376
266,266
368,368
229,229
229,212
131,37
275,377
167,167
378,106
11,82
11,116
73,26
55,195
63,205
20,84
311,154
214,232
34,243
34,98
34,257
34,144
34,79
34,331
58,336
56,81
120,154
56,154
40,131
206,206
16,87
197,90
379,379
43,37
15,15
159,14
232,225
43,126
86,88
211,232
61,262
61,263
67,31
380,207
87,16
237,237
14,49
14,159
177,24
133,381
48,199
61,264
33,2
138,338
262,262
62,180
139,382
324,324
242,94
115,170
113,40
191,147
108,108
151,59
383,383
147,191
33,151
33,30
20,15
59,151
5,5
33,22
310,310
310,124
310,291
310,6
310,239
334,63
33,241
113,14
94,242
384,384
76,76
213,213
268,341
310,7
310,275
3,91
2,59
131,182
106,378
385,294
243,105
243,79
243,257
243,144
62,254
144,331
29,151
187,72
324,209
61,273
21,180
215,160
3,27
3,151
3,30
27,3
4,92
215,159
252,387
241,33
205,388
205,9
205,206
5,388
5,15
5,385
5,10
229,32
84,74
84,236
299,389
299,326
299,325
144,266
38,16
345,345
40,130
71,337
268,337
194,90
28,29
26,121
92,4
63,289
388,268
70,190
70,193
70,194
70,105
70,198
70,199
70,390
70,200
193,105
358,275
241,164
212,340
212,69
212,198
212,178
9,205
241,304
241,305
391,391
104,202
21,12
21,143
32,82
7,6
248,346
52,84
285,51
267,136
136,267
51,84
331,34
64,35
288,236
256,392
84,51
84,52
93,242
37,325
56,236
150,150
73,101
282,325
56,56
9,8
89,160
151,28
151,33
30,3
27,151
151,3
276,16
189,125
154,340
154,361
106,170
261,284
337,201
63,393
82,225
82,31
62,187
51,58
38,170
223,223
224,159
33,164
211,160
211,31
340,154
164,241
154,96
358,138
205,84
394,394
304,241
2,29
23,51
212,190
212,101
212,199
212,80
139,33
59,2
51,312
212,1
254,139
254,395
254,107
56,47
33,139
58,51
9,71
325,282
325,300
91,3
334,5
33,315
5,334
209,44
44,209
15,338
313,298
325,85
325,88
325,299
325,396
111,175
51,51
175,111
79,257
191,90
321,56
325,1
241,2
56,321
138,358
200,198
80,90
290,256
87,112
215,78
215,397
215,32
215,257
215,79
120,90
175,112
261,42
398,399
112,87
112,175
271,266
241,306
241,149
312,51
70,32
32,70
2,306
229,285
199,199
199,193
199,55
103,103
70,215
17,167
74,155
74,321
74,266
8,182
47,58
289,267
266,74
193,199
94,33
37,170
388,205
59,400
359,285
42,42
336,56
400,59
105,243
215,226
81,56
168,111
55,199
135,358
135,104
81,150
87,170
142,22
170,87
224,229
224,285
285,271
33,93
33,94
205,298
154,347
79,32
79,369
257,78
257,32
257,369
322,401
322,402
37,278
225,82
37,85
199,90
271,257
90,398
90,399
14,13
37,89
63,301
301,63
404,404
288,148
120,405
78,32
78,369
78,257
322,321
232,159
322,156
31,80
156,322
225,224
225,225
333,137
386,386
325,406
215,70
373,59
373,4
373,306
373,151
373,2
373,33
9,358
24,134
24,204
24,259
24,122
24,260
24,42
24,247
24,284
24,51
24,261
24,251
24,75
24,324
24,186
161,407
27,315
222,220
126,298
139,206
229,11
244,408
232,160
116,44
116,176
199,212
189,161
313,310
389,326
389,325
389,71
168,161
298,126
409,239
409,410
160,190
160,101
160,199
160,80
112,272
336,236
160,214
199,80
160,232
214,160
80,190
80,160
80,101
80,199
171,44
85,152
154,120
50,178
31,49
254,273
178,50
152,85
70,80
279,249
12,139
126,206
249,279
278,85
15,388
15,385
202,9
83,104
336,154
76,32
205,250
160,128
168,175
26,275
256,256
199,70
298,205
34,76
103,99
175,168
128,160
301,301
271,144
212,148
79,215
81,81
192,78
192,192
192,79
12,188
78,78
82,76
303,303
148,212
202,202
108,13
63,298
141,12
141,142
141,143
142,61
319,46
319,319
167,178
128,43
79,243
167,17
62,22
385,135
268,135
12,143
12,187
207,380
202,290
412,412
413,413
294,294
414,414
32,79
117,117
248,89
154,415
253,252
108,58
49,228
121,146
232,178
416,15
13,228
336,34
89,248
177,51
169,1
121,11
252,129
112,111
22,262
22,254
243,266
107,255
9,202
285,177
255,351
44,260
362,9
90,65
351,255
151,60
28,306
398,70
257,215
403,112
218,218
334,6
87,389
87,278
87,386
87,325
87,37
87,248
87,85
87,299
87,417
57,57
306,28
58,288
9,362
4,242
418,418
70,398
178,224
178,228
178,178
10,138
178,232
163,75
288,58
6,334
82,11
31,82
31,109
133,81
30,30
207,128
37,182
37,420
37,8
37,299
37,389
182,37
284,51
284,284
56,148
59,33
56,311
56,253
56,26
56,58
56,121
56,257
56,11
56,238
56,156
238,56
311,56
241,57
11,56
26,56
230,224
230,214
178,82
147,84
312,312
214,230
4,349
76,57
205,63
236,288
326,43
232,424
43,326
191,191
0,111
126,63
274,288
22,264
115,13
24,119
322,74
321,266
311,344
236,76
144,144
176,44
176,171
11,121
119,24
33,28
228,167
228,215
228,219
228,221
228,222
228,224
228,226
55,211
291,32
291,83
133,237
241,93
63,20
32,291
184,182
273,62
273,262
273,254
273,263
273,264
273,255
32,76
107,62
107,61
107,254
107,141
107,143
107,264
107,22
107,21
152,88
51,285
358,425
48,212
146,150
288,243
288,303
288,74
288,76
288,266
288,257
288,144
288,47
288,271
288,274
271,288
243,288
144,288
106,113
56,155
213,228
60,151
266,288
212,48
49,208
327,426
138,10
56,22
186,186
263,257
22,56
186,260
257,263
44,173
426,327
209,186
16,46
36,386
143,12
306,149
149,306
2,30
6,392
6,301
50,32
184,8
229,220
229,127
8,184
179,179
285,52
285,122
23,74
4,30
11,11
319,183
125,161
52,261
52,52
52,251
40,176
21,107
62,12
308,307
213,49
34,253
267,334
125,407
52,285
311,311
90,81
52,324
329,274
50,82
50,127
108,1
274,329
103,48
120,55
301,6
199,198
215,54
215,34
198,200
229,214
212,225
298,15
42,24
31,211
31,76
31,73
31,120
31,55
31,48
15,298
73,31
48,31
16,9
47,48
30,349
400,28
400,306
400,29
400,33
400,30
85,36
264,12
225,212
30,400
30,4
337,20
120,31
257,303
350,3
76,266
136,310
334,388
186,204
186,247
186,261
186,177
186,259
186,251
186,122
186,23
186,42
186,24
186,284
85,300
4,29
34,215
136,137
72,139
337,267
428,274
65,90
126,112
10,337
214,229
29,241
159,106
403,88
175,272
149,27
51,148
310,136
9,16
241,4
241,242
267,337
7,268
76,236
271,336
310,429
165,426
310,240
310,297
310,250
240,20
240,294
240,295
240,239
240,296
240,297
240,201
240,298
266,336
80,69
74,23
126,337
84,85
66,81
338,338
51,284
247,204
204,247
14,111
232,214
420,43
337,126
306,4
80,105
65,65
336,271
430,430
56,33
224,214
431,431
179,32
33,56
149,241
44,44
165,432
82,109
220,212
212,433
212,109
212,73
212,105
212,266
212,65
212,237
212,56
212,277
212,118
250,310
58,52
52,58
351,187
236,311
108,14
58,128
77,303
106,1
106,40
106,168
106,125
106,172
106,161
106,117
106,39
106,13
106,189
303,77
56,160
169,13
180,434
4,306
18,18
283,340
239,185
43,71
9,250
40,168
14,108
14,73
29,59
79,144
228,70
228,231
229,49
135,32
182,8
239,20
239,294
239,295
239,296
239,297
239,201
239,298
10,398
5,268
32,135
398,10
121,148
179,228
157,157
337,10
42,284
288,234
322,322
284,42
288,140
288,154
288,336
5,250
69,90
278,389
28,28
278,278
336,288
71,71
121,109
436,80
29,306
90,69
80,193
148,288
437,304
437,305
105,212
438,438
58,167
76,109
167,58
149,3
245,408
304,437
20,71
275,298
126,20
212,220
121,215
126,84
20,126
251,52
201,19
240,334
303,271
84,126
77,285
73,212
209,324
81,398
72,12
108,166
108,167
108,78
108,168
108,106
108,125
108,54
108,110
108,169
108,44
108,170
108,111
108,171
108,112
108,172
108,113
108,0
108,114
108,173
108,115
108,174
108,116
108,39
108,175
108,176
108,118
126,288
11,288
182,184
59,339
288,81
144,271
288,252
288,238
95,99
96,119
121,257
257,121
11,153
11,146
11,101
11,150
63,9
9,63
18,59
178,212
439,439
81,288
20,239
36,85
36,16
193,128
234,288
324,51
0,14
0,433
249,288
433,0
47,76
211,101
296,157
84,380
14,0
288,249
130,46
375,120
69,190
5,301
203,202
43,17
46,130
80,66
120,375
84,151
84,43
134,249
92,93
298,2
278,43
249,134
302,302
17,43
204,209
204,177
204,324
204,75
275,104
80,150
0,79
11,23
161,125
24,177
416,410
385,15
2,298
77,216
386,36
294,291
294,239
4,339
16,36
225,220
46,396
79,0
250,205
157,296
0,215
184,278
278,184
116,13
9,140
120,101
76,105
311,234
150,441
236,236
241,59
47,56
335,335
370,232
232,370
220,225
220,230
230,220
230,160
286,267
21,62
75,163
285,156
168,13
85,367
215,121
209,204
37,282
12,264
282,37
198,198
211,228
140,148
298,124
75,204
142,142
75,52
250,275
21,141
442,68
104,275
135,71
15,157
338,135
255,255
20,201
56,421
78,119
232,232
232,70
224,160
20,210
137,137
271,74
52,260
52,259
52,23
52,42
52,284
52,75
314,71
17,59
44,171
201,239
425,425
84,113
59,17
146,160
146,121
146,120
425,358
425,328
425,181
425,137
425,443
78,215
79,70
212,311
212,171
212,156
6,201
282,46
156,212
296,5
421,56
37,37
76,288
76,274
76,95
76,190
76,199
346,88
256,206
334,250
334,338
47,84
75,75
212,214
212,215
212,216
212,217
212,218
212,219
212,221
212,222
212,223
212,224
212,226
212,227
212,228
212,230
212,231
212,232
212,233
158,101
298,409
70,79
375,408
148,121
137,138
137,358
137,136
137,135
314,206
12,62
18,306
59,18
325,37
79,98
37,248
311,212
65,133
234,84
60,27
135,385
62,21
138,137
10,393
27,60
151,27
279,280
104,240
393,10
29,126
215,214
215,231
124,298
275,239
257,135
340,283
82,49
289,354
215,211
215,232
211,215
177,52
28,33
84,47
150,81
147,288
28,151
207,445
37,300
0,0
248,37
64,86
319,314
61,21
68,442
128,252
396,46
68,247
232,228
55,90
68,204
311,303
156,150
256,298
63,334
193,194
193,398
193,200
105,76
194,193
303,121
284,251
193,190
205,354
29,92
5,296
398,193
398,81
76,238
76,348
76,285
76,156
76,34
81,200
375,69
200,81
92,29
271,364
43,84
193,191
388,138
40,403
325,389
440,300
393,138
276,88
185,239
71,138
71,15
191,193
351,345
351,62
351,273
351,61
351,12
351,262
351,446
351,188
351,142
351,254
351,263
351,360
351,141
351,143
351,72
351,264
351,434
351,107
351,180
351,22
385,138
410,138
81,120
120,81
187,61
17,207
17,105
74,234
74,238
400,400
385,124
105,17
124,138
84,76
84,148
84,311
84,101
84,155
84,336
84,421
84,266
228,217
228,447
425,409
333,181
85,37
20,181
43,386
358,239
179,408
137,257
214,211
214,159
257,137
181,15
134,324
15,20
11,140
11,74
11,73
11,155
11,120
11,57
11,156
59,27
229,224
327,432
232,215
188,446
290,337
86,84
288,84
166,211
359,156
140,359
338,385
146,153
150,11
306,2
432,327
98,257
34,34
298,256
304,448
200,193
338,71
4,149
256,123
181,20
222,215
0,272
124,385
51,24
306,18
46,152
36,279
147,74
147,56
36,300
122,260
74,147
393,256
16,130
17,422
17,52
17,20
17,147
17,173
17,1
17,56
173,17
106,235
136,358
141,141
306,400
151,339
215,220
215,222
288,128
334,124
334,416
334,410
152,46
220,228
194,102
271,148
290,203
203,290
228,424
398,200
34,97
199,71
199,160
199,101
209,51
298,258
176,169
199,43
16,272
93,33
131,299
151,84
235,106
425,9
111,238
238,111
97,34
81,195
291,257
306,3
147,147
234,74
296,256
296,123
296,450
28,242
81,146
63,6
290,34
34,290
257,291
49,67
239,19
239,292
239,293
239,240
42,41
131,170
88,272
23,76
111,116
9,425
106,403
161,131
290,275
170,131
403,106
216,31
187,351
264,351
180,351
62,351
263,351
22,351
345,351
72,351
275,205
275,354
194,155
313,258
91,4
304,304
446,12
446,188
104,416
31,216
31,159
258,313
337,256
116,111
275,136
211,55
9,388
141,351
199,128
199,56
199,206
199,126
165,183
170,13
74,51
180,141
416,138
416,136
61,351
253,236
76,148
76,380
253,253
253,362
253,336
253,57
253,129
76,23
112,86
185,409
257,288
147,57
123,256
202,275
10,275
36,389
36,278
36,326
36,325
36,299
82,213
82,219
82,223
82,159
325,36
325,111
111,325
294,298
55,81
55,31
76,31
12,351
274,428
62,273
183,165
402,402
46,290
81,79
16,38
334,267
81,198
256,203
86,112
266,148
29,149
33,128
290,46
211,211
99,99
451,451
6,6
160,215
158,158
305,305
235,130
126,5
212,146
212,120
212,55
212,343
5,126
184,184
0,106
28,315
235,16
16,235
119,78
28,400
130,235
10,5
10,206
147,105
115,1
279,126
69,408
69,375
72,230
126,279
311,236
51,74
242,59
83,214
83,70
388,334
137,5
332,141
178,159
238,74
196,81
239,310
31,200
16,16
156,359
12,22
209,251
251,209
209,427
230,231
455,44
46,314
201,20
159,167
171,13
21,72
256,11
59,241
59,149
264,188
84,128
143,22
211,214
137,32
241,151
4,241
99,97
62,360
119,53
43,325
77,105
392,256
105,77
64,456
68,207
177,204
177,247
177,260
177,134
177,261
177,177
177,259
177,324
177,251
177,122
177,23
177,42
177,284
177,75
296,20
266,249
44,455
426,319
385,443
209,177
209,259
209,122
209,75
32,137
185,201
263,188
188,263
212,200
362,212
70,424
200,31
324,204
150,58
249,249
388,63
83,424
223,219
71,20
319,290
241,29
184,126
37,386
290,205
290,63
232,216
216,232
49,31
341,341
52,249
104,290
202,409
202,294
202,358
202,136
202,138
202,338
202,443
202,416
202,392
315,315
73,120
325,182
120,74
74,73
74,120
37,326
437,437
52,274
120,73
227,50
323,56
120,146
194,82
72,141
249,52
319,165
138,32
443,20
82,194
133,90
364,56
318,85
85,320
85,318
9,136
33,206
9,310
9,328
9,203
136,9
9,104
9,313
9,341
31,178
236,253
236,84
310,9
61,142
268,268
88,389
88,326
88,386
88,106
88,325
88,37
88,248
88,170
88,115
88,85
88,299
88,417
74,52
74,285
388,9
35,88
74,150
74,459
129,323
104,9
17,9
77,344
158,288
74,271
266,77
178,31
337,393
337,443
151,164
180,180
200,199
332,340
354,205
201,334
205,15
138,135
460,323
126,52
71,388
81,126
52,126
461,288
301,443
177,183
388,71
40,175
385,385
298,290
181,388
258,20
254,21
324,247
128,52
324,23
324,24
238,238
291,358
291,354
127,230
298,393
212,436
247,427
247,122
247,23
247,24
393,298
258,205
70,160
396,170
298,301
298,392
298,7
27,27
288,126
63,71
70,223
258,298
71,63
298,239
5,275
104,7
5,202
5,291
5,416
5,410
5,185
5,239
279,139
73,277
111,0
164,151
73,441
59,16
358,291
380,84
380,148
143,21
187,187
130,130
120,156
156,120
290,137
263,403
263,278
137,290
188,462
180,462
41,41
51,427
3,242
16,59
16,306
27,306
274,261
187,62
7,298
94,164
46,38
46,131
46,183
261,274
325,145
247,463
43,389
43,299
43,417
164,94
289,205
290,257
154,52
154,141
232,271
52,154
52,74
291,7
112,117
257,290
253,270
33,84
314,319
314,46
465,356
255,262
255,107
197,197
29,29
244,281
128,288
466,466
6,341
99,190
263,467
113,84
17,22
113,168
251,284
467,263
468,152
190,200
304,2
2,304
2,305
22,17
129,253
200,190
42,134
278,263
324,52
102,102
64,1
179,159
137,333
99,48
74,76
55,120
102,158
266,84
9,17
275,9
115,88
99,95
56,364
341,9
99,200
10,20
9,275
306,16
310,201
367,367
168,84
168,58
168,48
20,10
84,168
306,164
306,151
93,400
470,76
470,128
470,56
470,206
306,27
173,88
403,40
274,274
48,168
192,197
225,311
225,116
336,336
248,278
43,59
59,43
58,56
58,207
58,206
43,400
203,9
55,57
325,43
294,20
294,292
294,295
294,5
294,240
294,296
294,297
294,19
294,201
115,115
5,206
48,105
311,97
157,298
76,308
97,311
44,1
268,203
268,71
268,5
268,338
31,223
31,229
83,354
2,151
247,284
215,11
136,136
105,70
308,76
284,247
108,97
216,212
12,107
97,108
398,191
56,144
191,398
354,83
167,231
144,56
144,79
43,206
331,253
398,398
86,389
86,278
86,326
86,386
86,325
86,37
86,248
86,85
86,417
56,194
326,86
207,58
207,56
23,56
0,127
0,65
326,15
261,23
166,166
166,195
17,17
253,148
56,23
325,325
313,9
171,115
120,150
275,202
85,325
126,314
141,139
127,0
15,326
68,68
398,198
158,190
158,105
151,2
285,147
271,232
331,270
325,278
29,242
290,358
242,29
148,76
149,93
149,94
327,300
37,327
278,248
150,433
150,1
150,160
23,324
113,106
6,20
133,55
443,425
443,358
443,328
443,333
443,181
443,137
443,9
443,472
173,115
86,206
157,314
123,137
9,443
106,175
116,52
22,52
20,291
20,293
20,473
20,294
20,295
20,5
20,429
20,296
20,185
116,128
116,206
78,31
9,5
304,91
91,29
2,28
137,472
21,254
325,106
12,72
56,322
63,429
204,204
149,151
201,341
224,70
32,80
322,344
122,183
141,72
266,322
28,2
264,254
136,104
212,76
212,449
126,33
201,291
201,292
201,473
201,294
201,295
201,5
201,240
201,429
201,296
201,297
201,185
201,201
190,212
155,194
253,58
190,90
63,268
136,240
192,77
322,266
308,274
33,72
274,308
177,186
23,134
320,85
288,311
288,156
5,267
62,107
311,288
3,94
200,195
98,290
98,34
121,178
88,17
88,16
88,1
88,212
236,421
37,88
97,212
178,121
60,2
212,97
42,261
42,251
203,203
29,93
33,181
223,50
27,423
22,273
273,22
136,203
203,136
290,98
139,273
106,31
273,139
193,57
331,236
203,337
3,306
20,63
50,223
20,6
332,11
76,82
28,27
28,30
76,311
303,243
112,13
268,7
78,216
288,253
224,220
224,225
232,82
34,288
311,76
119,52
76,421
63,10
55,381
52,119
154,148
332,283
76,277
68,132
306,339
127,1
127,311
127,160
127,199
